web-scraper-order,web-scraper-start-url,url,url-href,title,time,date,venue,image-src,price,tags
"1554999156-763","https://www.eventbrite.com/d/dc--washington/all-events/?page=11","JesseJesse","https://www.eventbrite.com/e/jesse-tickets-53445386590?aff=ebdssbdestsearch","Jesse","Sat, Apr 27, 2019, 12:00 AM EDT","Fri, Apr 26, 2019, 8:00 PM –","Fri, Apr 26, 2019, 8:00 PM –
											Sat, Apr 27, 2019, 12:00 AM EDT
											
												Add to Calendar","","$20","[{""tags"":""Things to do in Washington, Dc, DC""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554988575-284","https://www.eventbrite.com/d/dc--washington/all-events/?page=35","JBF Eastern Fairfax - Public SaleJBF Eastern Fairfax - Public Sale","https://www.eventbrite.com/e/jbf-eastern-fairfax-public-sale-tickets-53170980835?aff=ebdssbdestsearch","JBF Eastern Fairfax - Public Sale","Sun, Apr 28, 2019, 2:00 PM EDT","Sat, Apr 27, 2019, 11:00 AM –","Ernst Community Cultural Center
									Northern Virginia Community College - Annandale Campus 
									8333 Little River Turnpike 
									Annandale, Virginia 22003 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Annandale""},{""tags"":""Festival""},{""tags"":""Family & Education""}]"
"1554999370-807","https://www.eventbrite.com/d/dc--washington/all-events/?page=9","Fitbit Local Sweat, Shred and SipFitbit Local Sweat, Shred and Sip","https://www.eventbrite.com/e/fitbit-local-sweat-shred-and-sip-tickets-55305432036?aff=ebdssbdestsearch","Fitbit Local Sweat, Shred and Sip","10:30 AM – 11:30 AM EDT","Sat, April 27, 2019","City Winery
									1350 Okie St NE 
									Washington, DC 20002 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Race""},{""tags"":""Sports & Fitness""}]"
"1554998034-543","https://www.eventbrite.com/d/dc--washington/all-events/?page=22","Strange BoutiqueStrange Boutique","https://www.eventbrite.com/e/strange-boutique-tickets-55932286976?aff=ebdssbdestsearch","Strange Boutique","8:00 PM – 11:00 PM EDT","Sat, June 22, 2019","Sat, June 22, 2019
											8:00 PM – 11:00 PM EDT
											
												Add to Calendar","","$15","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554996752-315","https://www.eventbrite.com/d/dc--washington/all-events/?page=33","Coordinators Conference 2019Coordinators Conference 2019","https://www.eventbrite.com/e/coordinators-conference-2019-tickets-47669612093?aff=ebdssbdestsearch","Coordinators Conference 2019","Tue, Sep 10, 2019, 2:00 PM EDT","Mon, Sep 9, 2019, 7:00 AM –","The Wink Hotel
									1143 New Hampshire Ave NW 
									Washington, DC 20037 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Conference""},{""tags"":""Other""}]"
"1554981037-73","https://www.eventbrite.com/d/dc--washington/all-events/?page=46","Bunny BonanzaBunny Bonanza","https://www.eventbrite.com/e/bunny-bonanza-tickets-57290945761?aff=ebdssbdestsearch","Bunny Bonanza","10:00 AM – 1:00 PM EDT","Sat, April 13, 2019","Conoy Park
									Conoy Street 
									Alexandria, VA 22301 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Alexandria, VA""},{""tags"":""Other""}]"
"1554998598-655","https://www.eventbrite.com/d/dc--washington/all-events/?page=16","NPC Headliners Luncheon: National Economic Council Director Larry KudlowNPC Headliners Luncheon: National Economic Council Director Larry Kudlow","https://www.eventbrite.com/e/npc-headliners-luncheon-national-economic-council-director-larry-kudlow-tickets-56436882234?aff=ebdssbdestsearch","NPC Headliners Luncheon: National Economic Council Director Larry Kudlow","12:30 PM – 2:00 PM EDT","Tue, April 23, 2019","National Press Club
									529 14th Street, NW 
									13th Floor 
									Washington, DC 20045 
									United States 
								
									View Map
									View Map","","$24 – $39","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Appearance""},{""tags"":""Government""}]"
"1554999353-803","https://www.eventbrite.com/d/dc--washington/all-events/?page=9","Board Match Washington DC 2019Board Match Washington DC 2019","https://www.eventbrite.com/e/board-match-washington-dc-2019-registration-55384696117?aff=ebdssbdestsearch","Board Match Washington DC 2019","5:30 PM – 8:00 PM EDT","Tue, April 23, 2019","Washington Convention Center
									801 Mount Vernon Place NW 
									Washington, DC 20001 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Nonprofits count on volunteers like you to lead them to success. The Board Match is an event featuring 150 Washington metro-area nonprofits, whose chief executives and board leaders, will be on hand to talk to interested candidates about serving on their organization's board of directors.""},{""tags"":""chief executives""},{""tags"":""chief executives""},{""tags"":""Things to do in Washington, DC""},{""tags"":""Networking""},{""tags"":""Business""}]"
"1554996761-317","https://www.eventbrite.com/d/dc--washington/all-events/?page=33","Mailing list signup, free art tours @ DC Convention CtrMailing list signup, free art tours @ DC Convention Ctr","https://www.eventbrite.com/e/mailing-list-signup-free-art-tours-dc-convention-ctr-tickets-31454487218?aff=ebdssbdestsearch","Mailing list signup, free art tours @ DC Convention Ctr","6:30 PM – 8:00 PM EDT","Sat, October 26, 2019","Walter E. Washington Convention Center
									801 Mount Vernon Place Northwest 
									Washington, DC 20001 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Tour""},{""tags"":""Arts""}]"
"1555000041-949","https://www.eventbrite.com/d/dc--washington/all-events/?page=2","Small Business Expo 2019 - WASHINGTON, D.C.Small Business Expo 2019 - WASHINGTON, D.C.","https://www.eventbrite.com/e/small-business-expo-2019-washington-dc-registration-50788784622?aff=ebdssbdestsearch","null","null","null","null","","null","[{""tags"":""""},{""tags"":""""}]"
"1554987469-259","https://www.eventbrite.com/d/dc--washington/all-events/?page=37","Ilan BluestoneIlan Bluestone","https://www.eventbrite.com/e/ilan-bluestone-tickets-59471312296?aff=ebdssbdestsearch","Ilan Bluestone","","Fri, May 3, 2019, 10:00 PM EDT","Fri, May 3, 2019, 10:00 PM EDT
											
											
												Add to Calendar","","$20","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554981983-131","https://www.eventbrite.com/d/dc--washington/all-events/?page=43","Cigar Swirls & Finer Pearls Day PartyCigar Swirls & Finer Pearls Day Party","https://www.eventbrite.com/e/cigar-swirls-finer-pearls-day-party-tickets-56085427022?aff=ebdssbdestsearch","Cigar Swirls & Finer Pearls Day Party","3:00 PM – 7:00 PM EDT","Sun, June 2, 2019","National Golf Club at Tantallon
									300 Saint Andrews Drive 
									Fort Washington, MD 20744 
									United States 
								
									View Map
									View Map","","$25 – $30","[{""tags"":""Things to do in Fort Washington, MD""},{""tags"":""Party""},{""tags"":""Charity & Causes""}]"
"1554999413-816","https://www.eventbrite.com/d/dc--washington/all-events/?page=8","Fridays at The Park!Fridays at The Park!","https://www.eventbrite.com/e/fridays-at-the-park-tickets-58015170938?aff=ebdssbdestsearch","Fridays at The Park!","Sat, Apr 13, 2019, 3:00 AM EDT","Fri, Apr 12, 2019, 5:00 PM –","Select a different date","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"
"1554997818-500","https://www.eventbrite.com/d/dc--washington/all-events/?page=24","LaTex 2019: The Ultimate Southern PartyLaTex 2019: The Ultimate Southern Party","https://www.eventbrite.com/e/latex-2019-the-ultimate-southern-party-tickets-59359906077?aff=ebdssbdestsearch","LaTex 2019: The Ultimate Southern Party","Sat, Apr 13, 2019, 3:00 AM EDT","Fri, Apr 12, 2019, 10:00 PM –","CLUB ELEVATE
									15 K Street Northeast 
									Washington, DC 20002 
									United States 
								
									View Map
									View Map","","$0 – $15","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Party""},{""tags"":""Film & Media""}]"
"1554981297-96","https://www.eventbrite.com/d/dc--washington/all-events/?page=45","OTA - Other Transactional Authority Procurement Seminar Series OTA - Other Transactional Authority Procurement Seminar Series","https://www.eventbrite.com/e/ota-other-transactional-authority-procurement-seminar-series-tickets-55689038413?aff=ebdssbdestsearch","OTA - Other Transactional Authority Procurement Seminar Series","2:00 PM – 6:00 PM EDT","Thu, April 18, 2019","CGI Federal Innovation Center (Entrance Via Fairfax Drive)
									1000 North Glebe Road 
									9th floor 
									Arlington, Virginia 22201 
									United States 
								
									View Map
									View Map","","$135 – $165","[{""tags"":""Things to do in Arlington""},{""tags"":""Class""},{""tags"":""Science & Tech""}]"
"1554998321-602","https://www.eventbrite.com/d/dc--washington/all-events/?page=19","The McClamb Family Reunion 2019 in the DMVThe McClamb Family Reunion 2019 in the DMV","https://www.eventbrite.com/e/the-mcclamb-family-reunion-2019-in-the-dmv-tickets-55439669544?aff=ebdssbdestsearch","The McClamb Family Reunion 2019 in the DMV","Sun, Jul 21, 2019, 11:00 AM EDT","Thu, Jul 18, 2019, 6:00 PM –","Silver Spring, MD 20910
									The DoubleTree  by Hilton Hotel 
									 8727 Colesville Road 
									Silver Spring, MD 20910 
									United States 
								
									View Map
									View Map","","$0 – $120","[{""tags"":""Silver Spring""},{""tags"":""Maryland""},{""tags"":""20910""},{""tags"":""TEL: +1-301-589-5200 +1-800-471-6399   Group Code CFR  Point of Contact is Nina""},{""tags"":""+1-301-589-5200 +1-800-471-6399   Group Code CFR  Point of Contact is Nina""},{""tags"":""Things to do in Silver Spring, MD""},{""tags"":""Retreat""},{""tags"":""Family & Education""}]"
"1554997695-477","https://www.eventbrite.com/d/dc--washington/all-events/?page=25","Afro-Caribbean Friday Nights at The Park!Afro-Caribbean Friday Nights at The Park!","https://www.eventbrite.com/e/afro-caribbean-friday-nights-at-the-park-tickets-58015404637?aff=ebdssbdestsearch","Afro-Caribbean Friday Nights at The Park!","Sat, Apr 13, 2019, 3:00 AM EDT","Fri, Apr 12, 2019, 10:00 PM –","Select a different date","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"
"1554998866-702","https://www.eventbrite.com/d/dc--washington/all-events/?page=14","24th Annual Government Contracting Conference - Tysons24th Annual Government Contracting Conference - Tysons","https://www.eventbrite.com/e/24th-annual-government-contracting-conference-tysons-tickets-49557386477?aff=ebdssbdestsearch","24th Annual Government Contracting Conference - Tysons","7:00 AM – 7:00 PM EDT","Thu, May 2, 2019","Valo Park
									7950 Jones Branch Drive 
									McLean, VA 22102 
									United States 
								
									View Map
									View Map","","$150 – $200","[{""tags"":""4th""},{""tags"":""Things to do in Mclean, VA""},{""tags"":""Conference""},{""tags"":""Other""}]"
"1554997763-491","https://www.eventbrite.com/d/dc--washington/all-events/?page=25","Knowledge, Skills, and Technology Transfer in China-Africa EngagementsKnowledge, Skills, and Technology Transfer in China-Africa Engagements","https://www.eventbrite.com/e/knowledge-skills-and-technology-transfer-in-china-africa-engagements-registration-56949528573?aff=ebdssbdestsearch","Knowledge, Skills, and Technology Transfer in China-Africa Engagements","9:00 AM – 6:45 PM EDT","Mon, April 15, 2019","Select a different date","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Conference""},{""tags"":""Other""}]"
"1554985324-207","https://www.eventbrite.com/d/dc--washington/all-events/?page=39","Best of Arlington Party 2019Best of Arlington Party 2019","https://www.eventbrite.com/e/best-of-arlington-party-2019-tickets-59485514776?aff=ebdssbdestsearch","Best of Arlington Party 2019","6:00 PM – 9:00 PM EDT","Thu, May 30, 2019","Mercedes-Benz of Arlington
									585 North Glebe Road 
									Arlington, VA 22203 
									United States 
								
									View Map
									View Map","","$49 – $65","[{""tags"":""Things to do in Arlington, VA""},{""tags"":""Party""},{""tags"":""Community""}]"
"1554997079-371","https://www.eventbrite.com/d/dc--washington/all-events/?page=31","Sneak Preview Fundraiser Sneak Preview Fundraiser","https://www.eventbrite.com/e/sneak-preview-fundraiser-tickets-58873424999?aff=ebdssbdestsearch","Sneak Preview Fundraiser","6:00 PM – 9:00 PM EDT","Sat, April 27, 2019","Howard University Hospital, Towers Auditorium
									2041 Georgia Avenue Northwest 
									(Enter at 5th Street NW & V Street NW intersection through “Ambulatory Care Center”) 
									Washington, DC 20059 
									United States 
								
									View Map
									View Map","","$25","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Screening""},{""tags"":""Community""},{""tags"":""historical""},{""tags"":""and cultural issues with a focus on untold stories from under-represented communities.""}]"
"1554998242-585","https://www.eventbrite.com/d/dc--washington/all-events/?page=20","Ken Burns and the American StoryKen Burns and the American Story","https://www.eventbrite.com/e/ken-burns-and-the-american-story-tickets-59114513100?aff=ebdssbdestsearch","Ken Burns and the American Story","5:00 PM – 6:00 PM EDT","Sun, April 28, 2019","National Gallery of Art
									East Building Auditorium 
									4th Street and Pennsylvania Ave NW 
									Washington, DC 20565 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""},{""tags"":""Seminar""},{""tags"":""Film & Media""}]"
"1554998559-648","https://www.eventbrite.com/d/dc--washington/all-events/?page=17","Ozio Day DripOzio Day Drip","https://www.eventbrite.com/e/ozio-day-drip-tickets-59146035384?aff=ebdssbdestsearch","null","null","null","null","","null","[{""tags"":""To make reservations, contact us at 202-670-9694 or visit thesocialgroupdc.com""},{""tags"":""To make reservations, contact us at 202-670-9694 or visit""},{""tags"":""e""},{""tags"":""*Proper dress required for entry""},{""tags"":""*Proper dress required for entry""},{""tags"":""""}]"
"1554997777-494","https://www.eventbrite.com/d/dc--washington/all-events/?page=25","SMPA Graduation Breakfast Reception 2019SMPA Graduation Breakfast Reception 2019","https://www.eventbrite.com/e/smpa-graduation-breakfast-reception-2019-tickets-57715942939?aff=ebdssbdestsearch","SMPA Graduation Breakfast Reception 2019","8:30 AM – 11:30 AM EDT","Sat, May 18, 2019","805 21st Street Northwest
									Jack Morton Auditorium 
									Washington, DC 20052 
									United States 
								
									View Map
									View Map","","Free","[{""tags"":""Things to do in Washington, DC""}]"
"1554997710-480","https://www.eventbrite.com/d/dc--washington/all-events/?page=25","2019 D.C. Divas Season Tickets2019 D.C. Divas Season Tickets","https://www.eventbrite.com/e/2019-dc-divas-season-tickets-tickets-53773043621?aff=ebdssbdestsearch","2019 D.C. Divas Season Tickets","6:00 PM – 9:00 PM EDT","Sat, April 13, 2019","The St. James Sports and Active Entertainment Center
									6805 Industrial Road 
									Springfield, VA 22151 
									United States 
								
									View Map
									View Map","","$30 – $70","[{""tags"":""Things to do in Springfield, VA""},{""tags"":""Game""},{""tags"":""Sports & Fitness""}]"
